item,statement,claim
Q1048694,P131,"['Q626920', 'Q649']"
Q1048694,P159,"['Q124938059', 'Q949402']"
Q3536402,P31,"['Q251777', 'Q82821']"
Q3536402,P17,"['Q159', 'Q212', 'Q184', 'Q30', 'Q211', 'Q907112', 'Q232']"
Q3536402,P910,['Q18708185']
Q3536402,P5008,['Q10780973']
Q4400843,P910,['Q26262737']
Q4400843,P279,['Q82821']
Q4400843,P361,['Q1976715']
Q4400843,P172,['Q49542']
Q4400843,P2341,['Q49542']
Q48795875,P279,['Q766952']
Q48795875,P31,['Q206615']
Q48795875,P186,['Q22657']
Q292169,P119,['Q564922']
Q292169,P19,['Q1731']
Q292169,P20,['Q180898']
Q292169,P31,['Q5']
Q292169,P166,"['Q1534196', 'Q449353', 'Q18572598', 'Q1529156', 'Q1450895']"
Q292169,P27,['Q183']
Q292169,P106,"['Q2490358', 'Q3455803']"
Q292169,P735,['Q18014868']
Q292169,P937,"['Q64', 'Q1794']"
Q292169,P26,['Q213613']
Q292169,P734,['Q37442919']
Q292169,P509,['Q12078']
Q292169,P1196,['Q3739104']
Q292169,P1412,['Q188']
Q292169,P21,['Q6581072']
Q292169,P102,"['Q49750', 'Q7320']"
Q292169,P10527,['Q50920401']
Q3453622,P31,"['Q5', 'Q152']"
Q3453622,P21,['Q6581072']
Q3453622,P106,"['Q3499072', 'Q715679', 'Q37226', 'Q43845', 'Q1495660', 'Q842811', 'Q131524']"
Q3453622,P735,['Q18014868']
Q3453622,P69,"['Q4982077', 'Q7087388']"
Q3453622,P27,['Q30']
Q3453622,P19,['Q990137']
Q3453622,P20,['Q326295']
Q3453622,P734,"['Q13553605', 'Q12806242']"
Q64474,P69,"['Q34433', 'Q170027']"
Q64474,P31,['Q5']
Q64474,P735,"['Q18014868', 'Q2235472']"
Q64474,P106,"['Q4964182', 'Q1622272', 'Q1238570', 'Q36180', 'Q1930187', 'Q201788']"
Q64474,P27,['Q145']
Q64474,P512,"['Q1765120', 'Q752297']"
Q64474,P101,"['Q6199', 'Q179805', 'Q11030', 'Q309']"
Q64474,P734,['Q37561155']
Q64474,P1026,['Q28867190']
Q64474,P21,['Q6581072']
Q64474,P1412,['Q1860']
Q64474,P108,['Q1434547']
Q514502,P17,['Q423']
Q514502,P31,['Q4989906']
Q514502,P131,['Q18808']
Q1520535,P463,"['Q739586', 'Q108213105', 'Q113308369']"
Q1520535,P17,['Q31']
Q1520535,P31,"['Q1047437', 'Q157031', 'Q166118']"
Q1520535,P452,['Q29584756']
Q1520535,P2541,['Q31']
Q1520535,P1830,['Q56243240']
Q1520535,P121,['Q56243240']
Q1520535,P37,"['Q150', 'Q7411']"
Q1520535,P159,['Q239']
Q1520535,P101,['Q210272']
Q1520535,P131,['Q239']
Q1520535,P740,['Q12892']
Q1520535,P112,"['Q2316962', 'Q358623', 'Q459908', 'Q1429239', 'Q107649283', 'Q2419915', 'Q2347995', 'Q107649524']"
Q1520535,P1454,"['Q1453508', 'Q3916132', 'Q2800294']"
Q60988296,P31,['Q8274']
Q60988296,P50,['Q60230019']
Q1595289,P910,['Q7277316']
Q1595289,P279,"['Q8502', 'Q29553', 'Q4588528', 'Q111286333']"
Q1413317,P31,"['Q192581', 'Q43109919']"
Q1413317,P279,"['Q36633', 'Q189819']"
Q1413317,P1889,['Q1617492']
Q1413317,P3095,['Q1617492']
Q7391585,P910,['Q5658664']
Q7391585,P279,['Q189819']
Q7391585,P1889,['Q294124']
Q7391585,P361,['Q113143855']
Q7391585,P460,['Q179723']
Q182682,P1343,"['Q4173137', 'Q4086271', 'Q19180675', 'Q602358', 'Q3181656', 'Q867541', 'Q1029706', 'Q124737637']"
Q182682,P31,"['Q3001185', 'Q1826286']"
Q182682,P159,['Q1218']
Q7397895,P31,"['Q107357104', 'Q105543609']"
Q7397895,P279,['Q201022']
Q7397895,P7937,['Q7366']
Q16669,P31,['Q4022']
Q16669,P17,['Q45']
Q16669,P30,['Q46']
Q16669,P403,['Q97']
Q16669,P974,"['Q10360873', 'Q10360784', 'Q10362749', 'Q10360721', 'Q10360671', 'Q10360765', 'Q10361497']"
Q16669,P131,['Q274109']
Q16669,P910,['Q27921359']
Q281772,P910,['Q8696450']
Q281772,P641,['Q7856']
Q281772,P17,['Q114']
Q281772,P1424,['Q22905110']
Q281772,P31,"['Q18608583', 'Q14547231']"
Q281772,P279,['Q20107484']
Q7398933,P159,['Q163852']
Q7398933,P740,['Q1764']
Q7398933,P17,['Q189']
Q7398933,P31,"['Q11396960', 'Q10689397', 'Q1762059']"
Q7398933,P1056,['Q854995']
Q7398933,P452,['Q1415395']
Q85799163,P31,['Q571']
Q85799163,P407,['Q1860']
Q2064809,P279,"['Q309250', 'Q811979']"
Q2064809,P1269,['Q212940']
Q733017,P195,['Q1056442']
Q733017,P276,"['Q3657363', 'Q3657363', 'Q3657363', 'Q1056442', 'Q1056442']"
Q733017,P170,"['Q311082', 'Q311082', 'Q311082']"
Q733017,P17,['Q38']
Q733017,P131,['Q2028']
Q733017,P136,['Q2864737']
Q733017,P144,['Q2509393']
Q733017,P180,"['Q48438', 'Q8441', 'Q7559', 'Q48438', 'Q48438', 'Q12791', 'Q12791', 'Q29487717', 'Q29487717', 'Q7559', 'Q7559', 'Q2747456', 'Q2747456', 'Q726', 'Q726']"
Q733017,P31,"['Q22669139', 'Q22669139', 'Q3305213']"
Q733017,P921,['Q2509393']
Q733017,P186,['Q25631150']
Q733017,P2079,['Q134194']
Q734774,P31,"['Q3918', 'Q41176', 'Q23002054']"
Q734774,P17,['Q30']
Q734774,P131,['Q38022']
Q734774,P910,['Q8698031']
Q734774,P463,"['Q743945', 'Q4809602', 'Q124358776', 'Q123938901', 'Q5137991']"
Q734774,P140,['Q9592']
Q734774,P2643,"['Q23334891', 'Q23623487', 'Q23662486', 'Q23622831', 'Q23662433', 'Q23663133']"
Q734774,P3876,['Q6181857']
Q734774,P1792,['Q8698037']
Q734774,P4195,['Q8698035']
Q734774,P1830,"['Q4911896', 'Q5067770', 'Q9003121']"
Q734774,P112,['Q36380']
Q734774,P10588,['Q3955006']
Q734774,P1889,['Q7401676']
Q734774,P452,['Q136822']
Q1370881,P31,"['Q63952888', 'Q8274']"
Q1370881,P136,['Q15637301']
Q1370881,P495,['Q17']
Q1370881,P361,['Q275956']
Q1370881,P527,"['Q17052747', 'Q17052759']"
Q1370881,P407,['Q5287']
Q1370881,P1434,['Q99428788']
Q1370881,P8345,['Q99428860']
Q1370881,P437,['Q723685']
Q1370881,P750,['Q1142035']
Q1370881,P364,['Q5287']
Q3463589,P17,['Q142']
Q3463589,P31,['Q2221906']
Q3463589,P361,['Q134204']
Q3463589,P131,['Q134204']
Q3463589,P138,['Q3588894']
Q3395851,P131,"['Q857107', 'Q534799']"
Q3395851,P31,"['Q866133', 'Q1007870', 'Q207694', 'Q614316']"
Q3395851,P17,['Q43']
Q3395851,P166,['Q7241424']
Q3395851,P138,['Q563432']
Q9266,P279,['Q746549']
Q9266,P910,['Q8699175']
Q9266,P527,"['Q11004', 'Q3314483', 'Q10990', 'Q185217']"
Q9266,P1343,"['Q602358', 'Q867541']"
Q9266,P2354,['Q6637221']
Q9266,P2079,['Q379697']
Q9266,P1889,['Q83193']
Q9266,P5008,['Q6173448']
Q9266,P17,['Q1072012']
Q9266,P495,['Q1072012']
Q9266,P186,['Q11004']
Q9266,P2283,['Q8195619']
Q9266,P31,['Q19861951']
Q9266,P5869,['Q59862818']
Q191057,P279,['Q483654']
Q191057,P910,['Q8699188']
Q191057,P31,"['Q1387659', 'Q1826286']"
Q191057,P1889,"['Q1140370', 'Q163140', 'Q3935373']"
Q5431118,P31,"['Q4830453', 'Q1331793', 'Q891723']"
Q5431118,P414,['Q82059']
Q5431118,P159,['Q846040']
Q5431118,P17,['Q30']
Q5431118,P112,['Q7626505']
Q5431118,P452,"['Q11033', 'Q273623']"
Q5431118,P355,"['Q3579498', 'Q123485538']"
Q5431118,P140,['Q5043']
Q5431118,P1142,['Q1322213']
Q5431118,P1454,['Q88537331']
Q7404848,P279,"['Q192296', 'Q82821', 'Q5138208']"
Q7404848,P2341,['Q1755154']
Q36050,P105,['Q34740']
Q36050,P171,['Q158487']
Q36050,P31,['Q16521']
Q36050,P910,['Q6572278']
Q36050,P1672,"['Q1559132', 'Q109868129']"
Q36050,P1343,"['Q20078554', 'Q602358', 'Q4086271', 'Q1970746', 'Q19180675', 'Q4173137', 'Q1768721', 'Q107402112', 'Q19219752', 'Q867541', 'Q16082057', 'Q1029706', 'Q602358']"
Q36050,P4000,['Q147768']
Q36050,P366,['Q29994594']
Q36050,P427,['Q156918']
Q36050,P1889,['Q1127404']
Q36050,P279,['Q10884']
Q3450786,P910,['Q8704148']
Q3450786,P31,"['Q2270606', 'Q9174']"
Q3450786,P140,['Q9232']
Q2796766,P31,"['Q55983715', 'Q951964']"
Q2796766,P910,['Q15100114']
Q2796766,P1424,['Q20318318']
Q2796766,P279,"['Q152', 'Q600396', 'Q192935']"
Q2796766,P1552,['Q7405556']
Q2796766,P1672,['Q22075855']
Q2796766,P1343,"['Q867541', 'Q56441911', 'Q1029706']"
Q1568754,P31,['Q10675206']
Q1568754,P1889,['Q119929812']
Q1568754,P279,"['Q9266', 'Q27994917']"
Q1568754,P495,['Q155']
Q1568754,P5008,['Q116741808']
Q78648330,P31,"['Q723685', 'Q841645', 'Q63241860']"
Q78648330,P17,['Q142']
Q78648330,P112,"['Q1124861', 'Q2412906', 'Q3117481']"
Q78648330,P452,['Q723685']
Q78648330,P137,['Q113291898']
Q5364423,P910,['Q9735837']
Q5364423,P279,"['Q152', 'Q108555501']"
Q5364423,P461,['Q1072742']
Q5364423,P31,['Q55983715']
Q5364423,P2974,"['Q184395', 'Q116126039']"
Q1880708,P279,"['Q811979', 'Q100166391']"
Q1880708,P1056,['Q11254']
Q1880708,P1889,['Q132744092']
Q516766,P279,"['Q3026787', 'Q11024', 'Q187931', 'Q45594']"
Q516766,P461,['Q15076965']
Q516766,P1343,['Q867541']
Q858893,P279,"['Q371174', 'Q45594']"
Q858893,P910,['Q15061094']
Q858893,P1343,"['Q602358', 'Q19190511']"
Q858893,P17,['Q55']
Q858893,P31,['Q2648051']
Q678510,P31,['Q15995642']
Q678510,P360,['Q5']
Q678510,P910,['Q9090898']
Q6981696,P910,['Q10175804']
Q6981696,P279,"['Q9174', 'Q9159']"
Q6981696,P1382,['Q182651']
Q6981696,P31,"['Q9174', 'Q47280']"
Q281521,P131,['Q8678']
Q281521,P17,['Q155']
Q281521,P31,"['Q7543083', 'Q1180029', 'Q41176']"
Q281521,P84,['Q134165']
Q281521,P1435,"['Q45823285', 'Q57201471', 'Q108322938']"
Q281521,P127,['Q41428']
Q281521,P5008,['Q105730568']
Q497146,P31,"['Q4989906', 'Q1081138']"
Q497146,P17,['Q884']
Q497146,P1435,['Q483275']
Q497146,P131,['Q8684']
Q7410101,P31,['Q45594']
Q7410101,P17,['Q424']
Q12511888,P31,['Q3172759']
Q12511888,P495,['Q46652']
Q12511888,P3259,['Q113768320']
Q1628520,P279,"['Q1131696', 'Q189819']"
Q1628520,P910,['Q8701420']
Q1628520,P1343,['Q602358']
Q626281,P31,"['Q61974339', 'Q12973014']"
Q626281,P641,['Q300920']
Q626281,P2416,['Q18142874']
Q626281,P17,['Q884']
Q626281,P159,['Q884']
Q626281,P1411,['Q104117259']
Q626281,P859,['Q20716']
Q111008220,P31,['Q63241860']
Q111008220,P137,['Q20718']
Q111008220,P750,['Q4782260']
Q3229035,P910,['Q17132000']
Q3229035,P641,['Q5372']
Q3229035,P31,['Q12973014']
Q3229035,P17,['Q30']
Q3229035,P159,['Q62']
Q3229035,P131,['Q17042']
Q2471,P190,"['Q3805', 'Q79857', 'Q3640', 'Q3616', 'Q9365', 'Q1530']"
Q2471,P17,['Q805']
Q2471,P31,"['Q515', 'Q1549591', 'Q108178728']"
Q2471,P131,['Q805']
Q2471,P910,['Q8703011']
Q2471,P1464,['Q8071417']
Q2471,P1465,['Q18666977']
Q2471,P1792,['Q7056776']
Q2471,P1376,"['Q805', 'Q267584', 'Q580188']"
Q2471,P47,['Q388291']
Q2471,P150,"['Q1650596', 'Q4117252', 'Q4117279', 'Q4117188', 'Q4117257', 'Q4117333', 'Q4117329', 'Q4117338', 'Q4117271', 'Q4117305']"
Q2471,P501,['Q388291']
Q2471,P421,['Q6760']
Q2471,P112,['Q200902']
Q2471,P1151,['Q29899983']
Q2471,P2936,['Q56578']
Q2471,P1343,"['Q602358', 'Q19180675', 'Q1029706', 'Q124737637']"
Q2471,P1889,"['Q737536', 'Q116997223']"
Q2471,P8989,['Q104596680']
Q2471,P5008,['Q6173448']
Q956444,P279,"['Q189819', 'Q1190554']"
Q956444,P461,['Q16635429']
Q956444,P1889,['Q7519600']
Q956444,P31,['Q1762010']
Q5278,P131,['Q3337']
Q5278,P17,['Q142']
Q5278,P31,"['Q21752084', 'Q867143', 'Q811979']"
Q5278,P2596,"['Q273854', 'Q1747689']"
Q5278,P527,['Q623602']
Q5278,P2789,['Q3124']
Q5278,P149,['Q223750']
Q1348106,P31,['Q3516833']
Q1348106,P279,"['Q11425', 'Q133502868']"
Q1151844,P2348,['Q184963']
Q1151844,P31,"['Q1156854', 'Q16188712']"
Q1151844,P17,['Q17']
Q1151844,P1001,['Q205662']
Q1151844,P279,['Q11637403']
Q1151844,P92,['Q289817']
Q1151844,P710,['Q61982']
Q531789,P31,"['Q55488', 'Q41176', 'Q210272', 'Q55485']"
Q531789,P17,['Q45']
Q531789,P197,"['Q253357', 'Q801110', 'Q18475495']"
Q531789,P137,['Q1411661']
Q531789,P81,"['Q1139429', 'Q1826600']"
Q531789,P131,['Q10376043']
Q531789,P795,['Q1139429']
Q531789,P421,"['Q843589', 'Q7987828']"
Q531789,P912,['Q1475638']
Q531789,P1192,"['Q1897278', 'Q17166965', 'Q576138', 'Q4120792']"
Q531789,P1435,['Q66733014']
Q531789,P7561,['Q75111172']
Q531789,P8596,['Q104551388']
Q531789,P833,['Q2080870']
Q531789,P5817,['Q55654238']
Q531789,P16,['Q847651']
Q24665,P910,['Q8703972']
Q24665,P31,"['Q847017', 'Q13393265']"
Q24665,P641,['Q5372']
Q24665,P115,['Q6348452']
Q24665,P118,['Q842793']
Q24665,P127,['Q157376']
Q24665,P17,['Q30']
Q24665,P159,['Q159232']
Q24665,P6112,['Q6365041']
Q24665,P452,['Q124022875']
Q24665,P1424,['Q25895079']
Q929866,P21,['Q6581097']
Q929866,P31,['Q5']
Q929866,P19,['Q15441']
Q929866,P20,['Q334']
Q929866,P27,['Q29']
Q929866,P106,"['Q3499072', 'Q156839', 'Q36180', 'Q43845']"
Q929866,P1412,"['Q1321', 'Q7026']"
Q929866,P735,['Q19968620']
Q929866,P509,['Q12152']
Q929866,P1196,['Q3739104']
Q929866,P166,['Q28861961']
Q509900,P106,"['Q33999', 'Q2526255', 'Q3282637', 'Q28389', 'Q36180', 'Q715301', 'Q947873', 'Q10800557', 'Q3455803']"
Q509900,P27,['Q29']
Q509900,P19,['Q1001991']
Q509900,P69,['Q219694']
Q509900,P31,['Q5']
Q509900,P735,['Q13422956']
Q509900,P1412,['Q1321']
Q509900,P136,['Q1004']
Q509900,P734,['Q6123904']
Q509900,P21,['Q6581097']
Q509900,P800,"['Q1050105', 'Q67471817']"
Q509900,P7084,['Q6296393']
Q509900,P1411,"['Q1377773', 'Q5412592']"
Q509900,P166,"['Q3395001', 'Q2708642', 'Q1390226', 'Q25405526', 'Q130241670']"
Q509900,P7763,['Q73555012']
Q509900,P1950,['Q6327150']
Q509900,P101,"['Q222749', 'Q115156386', 'Q12765827', 'Q932586']"
Q509900,P140,['Q13211738']
Q509900,P40,"['Q116773640', 'Q116753448']"
Q174,P190,"['Q2079', 'Q1491', 'Q1515', 'Q25444', 'Q14773', 'Q44237', 'Q386991', 'Q433574', 'Q3805', 'Q2933', 'Q3703', 'Q1492', 'Q1781', 'Q1486', 'Q1297', 'Q100188', 'Q45412', 'Q5818', 'Q3766', 'Q1953', 'Q425410', 'Q1563', 'Q44059', 'Q2868', 'Q206933', 'Q597', 'Q3897', 'Q490', 'Q468557', 'Q1335', 'Q181966', 'Q35765', 'Q956', 'Q2201876', 'Q54898', 'Q8684', 'Q8686', 'Q33935', 'Q172', 'Q159273', 'Q14314', 'Q1489', 'Q2887', 'Q1055', 'Q42780', 'Q1490', 'Q8652', 'Q81033', 'Q19660', 'Q360268', 'Q200459', 'Q35997', 'Q816115']"
Q174,P131,['Q175']
Q174,P17,['Q155']
Q174,P30,['Q18']
Q174,P31,"['Q3184121', 'Q51929311', 'Q1549591', 'Q174844', 'Q515']"
Q174,P138,['Q9200']
Q174,P421,['Q6513']
Q174,P910,['Q8840768']
Q174,P1464,['Q17150702']
Q174,P1465,['Q9914105']
Q174,P1740,['Q8458218']
Q174,P1792,['Q6281033']
Q174,P150,"['Q3236252', 'Q5195889', 'Q5329735', 'Q9296727', 'Q9097778', 'Q9097780', 'Q279830', 'Q5558295', 'Q10395253', 'Q9097789']"
Q174,P47,"['Q1760376', 'Q191652', 'Q1760410', 'Q1749956', 'Q926662', 'Q651860', 'Q841231', 'Q669305', 'Q4035', 'Q461773', 'Q526318', 'Q1750069', 'Q931560', 'Q184409', 'Q330202', 'Q377601', 'Q1646968', 'Q331300', 'Q967648', 'Q184403', 'Q651891', 'Q272254', 'Q983491']"
Q174,P1376,['Q175']
Q174,P1151,['Q11243202']
Q174,P610,['Q2500246']
Q174,P361,"['Q1415666', 'Q175', 'Q744763']"
Q174,P5008,"['Q5460604', 'Q6173448']"
Q174,P1791,['Q7977949']
Q174,P1313,['Q24255165']
Q174,P194,['Q6936217']
Q174,P206,"['Q1862264', 'Q849539']"
Q174,P163,['Q965192']
Q174,P1343,"['Q602358', 'Q3181656', 'Q867541']"
Q174,P7867,['Q84024183']
Q174,P1889,['Q175']
Q174,P8744,['Q5333788']
Q174,P6,"['Q9667541', 'Q10311413', 'Q3069485', 'Q2546210', 'Q379563', 'Q463614', 'Q1857846', 'Q549835', 'Q6701512', 'Q310123', 'Q1669473', 'Q10284561', 'Q10358970', 'Q1797226', 'Q10329750', 'Q9664125', 'Q10309144', 'Q10310619', 'Q10353688', 'Q199624', 'Q10392248', 'Q10313217', 'Q10393721', 'Q9629415', 'Q10318603', 'Q16494729', 'Q10330122', 'Q10346661', 'Q10261648', 'Q16142611', 'Q10286923', 'Q9621312', 'Q16939662', 'Q16935233', 'Q16494427', 'Q10290342', 'Q10294778', 'Q10321500', 'Q10284949', 'Q10309642', 'Q10310345', 'Q10282597', 'Q10395801', 'Q311225', 'Q10357203', 'Q9623178', 'Q4776958', 'Q10321500', 'Q10353688', 'Q310123', 'Q549835', 'Q56195607']"
Q174,P237,['Q5198811']
Q174,P85,['Q19552969']
Q546295,P21,['Q6581072']
Q546295,P19,['Q1218']
Q546295,P20,['Q192807']
Q546295,P27,"['Q801', 'Q12560']"
Q546295,P31,['Q5']
Q546295,P166,['Q616568']
Q546295,P106,"['Q36834', 'Q2490358', 'Q753110']"
Q546295,P735,['Q833345']
Q546295,P1412,['Q9288']
Q546295,P119,['Q2897414']
Q546295,P1343,['Q111034267']
Q43144,P106,"['Q82955', 'Q18581305', 'Q18814623', 'Q11313148', 'Q2986228', 'Q4610556', 'Q29887242']"
Q43144,P27,['Q30']
Q43144,P102,['Q29468']
Q43144,P69,"['Q2150914', 'Q7055690', 'Q1854488', 'Q7972657', 'Q1591615', 'Q6786076']"
Q43144,P910,['Q8704539']
Q43144,P31,['Q5']
Q43144,P19,['Q913220']
Q43144,P1343,"['Q17290934', 'Q17963', 'Q67311526', 'Q106111559']"
Q43144,P735,"['Q18201513', 'Q3215140']"
Q43144,P39,['Q20801644']
Q43144,P734,"['Q20994619', 'Q21481527']"
Q43144,P26,['Q1265214']
Q43144,P40,"['Q2190766', 'Q22575647', 'Q22575643', 'Q22575646', 'Q22575645']"
Q43144,P140,"['Q5043', 'Q23540', 'Q194253', 'Q483978', 'Q494890', 'Q7049261', 'Q1841']"
Q43144,P166,['Q4708631']
Q43144,P551,"['Q1221', 'Q797', 'Q79957']"
Q43144,P1411,['Q602866']
Q43144,P1412,['Q1860']
Q43144,P21,['Q6581072']
Q43144,P6886,['Q1860']
Q43144,P22,['Q84580270']
Q43144,P25,['Q96209317']
Q43144,P1050,['Q84263196']
Q43144,P103,['Q1860']
Q114667,P21,['Q6581072']
Q114667,P31,['Q5']
Q114667,P27,"['Q40', 'Q183']"
Q114667,P106,"['Q156839', 'Q131524', 'Q33999', 'Q15980158', 'Q82955', 'Q2066131']"
Q114667,P735,['Q18201513']
Q114667,P19,['Q225774']
Q114667,P937,"['Q64', 'Q1055']"
Q114667,P25,['Q1515014']
Q114667,P26,['Q104741']
Q114667,P734,"['Q30436301', 'Q28150707']"
Q114667,P102,['Q193178']
Q114667,P39,['Q27169']
Q114667,P1412,['Q188']
Q114667,P22,['Q45363']
Q114667,P3602,['Q16999180']
Q172827,P279,"['Q11460', 'Q5305837', 'Q116960168']"
Q172827,P910,['Q8704804']
Q172827,P1343,['Q47212148']
Q172827,P276,['Q16']
Q172827,P186,"['Q37681', 'Q5856', 'Q11457']"
Q322781,P279,"['Q2160801', 'Q11460', 'Q5305837']"
Q322781,P1343,['Q99982228']
Q3950598,P495,['Q38']
Q3950598,P527,"['Q5090', 'Q131419', 'Q1470283', 'Q93189', 'Q3924725', 'Q4831844', 'Q3596097', 'Q188655', 'Q29472543']"
Q3950598,P279,['Q746549']
Q6410362,P31,['Q206615']
Q6410362,P279,"['Q189566', 'Q22657']"
Q6410362,P186,"['Q42302', 'Q250423', 'Q34679', 'Q147520', 'Q28472', 'Q796758', 'Q160066', 'Q152079']"
Q63317,P31,['Q5']
Q63317,P27,['Q183']
Q63317,P19,['Q6149']
Q63317,P735,['Q3473768']
Q63317,P106,"['Q488205', 'Q639669', 'Q177220', 'Q33999', 'Q10800557']"
Q63317,P136,['Q37073']
Q63317,P937,['Q1055']
Q63317,P264,['Q21077']
Q63317,P1889,['Q418664']
Q63317,P21,['Q6581097']
Q63317,P1303,['Q17172850']
Q63317,P1412,['Q188']
Q63317,P166,['Q113061906']
Q63317,P910,['Q32336848']
Q63317,P358,['Q2225584']
Q63317,P463,['Q119625401']
Q2709,P106,"['Q10800557', 'Q4610556', 'Q36180', 'Q488111', 'Q177220', 'Q130857', 'Q33999', 'Q10798782', 'Q3286043', 'Q33231', 'Q57414145', 'Q8193763', 'Q17456089']"
Q2709,P27,['Q30']
Q2709,P19,['Q530920']
Q2709,P91,['Q43200']
Q2709,P31,['Q5']
Q2709,P735,"['Q1120708', 'Q558067', 'Q1624133']"
Q2709,P166,"['Q2328993', 'Q13779208', 'Q1892623', 'Q2409610', 'Q824540', 'Q13775604', 'Q100762773', 'Q125737916', 'Q947606', 'Q26186033', 'Q26186106', 'Q26186135', 'Q26186033', 'Q26186045', 'Q12270553']"
Q2709,P1411,"['Q2328993', 'Q12270969', 'Q65431918']"
Q2709,P1884,"['Q1922956', 'Q2367101']"
Q2709,P1412,"['Q1860', 'Q150']"
Q2709,P463,['Q4033106']
Q2709,P69,"['Q7396963', 'Q7396961']"
Q2709,P1340,['Q17122740']
Q2709,P800,"['Q2735164', 'Q21501388', 'Q7216']"
Q2709,P734,"['Q37574487', 'Q2703557']"
Q2709,P910,['Q55329852']
Q2709,P21,['Q6581072']
Q2709,P1344,"['Q277513', 'Q401512', 'Q5978442', 'Q3353192', 'Q2913392', 'Q16166889', 'Q15850703', 'Q1801455', 'Q25387006', 'Q56071789', 'Q3139816', 'Q2735164', 'Q18153892', 'Q3958582', 'Q3987266', 'Q1129850', 'Q253205', 'Q1266873', 'Q55614577', 'Q1780155', 'Q1369397', 'Q77615071']"
Q2709,P1303,['Q17172850']
Q2709,P7763,['Q73555012']
Q2709,P941,['Q18483883']
Q2709,P737,['Q221890']
Q2709,P451,"['Q21500970', 'Q2020264', 'Q352473']"
Q2709,P103,['Q1860']
Q2709,P6886,['Q1860']
Q2709,P136,['Q487965']
Q2709,P140,"['Q38066', 'Q7066']"
Q2709,P1546,['Q1590255']
Q2709,P101,"['Q11424', 'Q747483', 'Q638']"
Q2709,P1343,"['Q106111559', 'Q1393730']"
Q2709,P2354,['Q17097460']
Q444559,P31,['Q5']
Q444559,P19,['Q1040']
Q444559,P166,"['Q10905380', 'Q821456', 'Q472379', 'Q3404578', 'Q131237471']"
Q444559,P106,"['Q2490358', 'Q487596', 'Q3387717', 'Q2707485', 'Q5716684', 'Q2526255', 'Q3455803', 'Q1797162']"
Q444559,P27,['Q183']
Q444559,P735,['Q1624133']
Q444559,P463,['Q414110']
Q444559,P1343,"['Q1145552', 'Q67311526']"
Q444559,P734,['Q16966927']
Q444559,P21,['Q6581072']
Q444559,P1412,['Q188']
Q444559,P1344,['Q3557159']
Q444559,P10527,['Q50920401']
Q3631386,P31,['Q45594']
Q691960,P910,['Q7704761']
Q691960,P279,['Q515']
Q691960,P361,['Q1907114']
Q208088,P31,['Q189819']
Q208088,P140,['Q9089']
Q208088,P279,"['Q468455', 'Q110115430']"
Q208088,P1343,"['Q3181656', 'Q867541', 'Q16082057', 'Q4532138']"
Q569235,P31,"['Q786820', 'Q658255']"
Q569235,P910,['Q8705417']
Q569235,P749,['Q81965']
Q569235,P17,['Q30']
Q569235,P159,['Q1495814']
Q569235,P740,['Q12439']
Q569235,P452,['Q190117']
Q569235,P495,['Q30']
Q569235,P1056,['Q1420']
Q569235,P166,['Q92429087']
Q569235,P1424,['Q26112763']
Q118214022,P31,['Q5']
Q118214022,P21,['Q6581097']
Q118214022,P27,['Q668']
Q118214022,P106,['Q482']
Q118214022,P39,['Q24529702']
Q118214022,P102,['Q10230']
Q89026,P31,['Q5']
Q89026,P21,['Q6581097']
Q89026,P106,"['Q42973', 'Q11287574']"
Q89026,P69,"['Q1661242', 'Q7936655', 'Q3272069', 'Q18286730']"
Q89026,P27,['Q29999']
Q89026,P108,"['Q1200661', 'Q106651209']"
Q89026,P19,"['Q1191', 'Q2299018']"
Q89026,P101,['Q243606']
Q89026,P6379,"['Q924335', 'Q7605588']"
Q89026,P7763,['Q73555012']
Q89026,P5008,"['Q123694075', 'Q133504755']"
Q89026,P9493,['Q18286730']
Q89026,P937,['Q2766547']
Q2054216,P279,['Q178359']
Q2054216,P495,['Q142']
Q2054216,P31,['Q2095']
Q2054216,P2012,['Q6661']
Q2054216,P8431,['Q178359']
Q2227054,P31,"['Q4164871', 'Q12737077']"
Q2227054,P425,['Q178359']
Q2227054,P1889,['Q2348732']
Q2227054,P279,['Q156839']
Q4120440,P31,['Q1331793']
Q4120440,P159,['Q3692']
Q4120440,P910,['Q43784843']
Q4120440,P1454,['Q783794']
Q4120440,P17,['Q851']
Q4120440,P463,"['Q726776', 'Q4783249']"
Q20393433,P159,['Q3692']
Q20393433,P31,['Q4551254']
Q20393433,P17,['Q851']
Q20393433,P1454,['Q22222786']
Q20393433,P279,"['Q7188', 'Q22222786']"
Q20393433,P527,['Q20398910']
Q20393433,P1830,['Q124541057']
Q12214803,P17,['Q851']
Q12214803,P527,"['Q29514213', 'Q390210', 'Q4918149', 'Q378648', 'Q305718', 'Q56315917']"
Q12214803,P279,['Q3172759']
Q12214803,P31,['Q11460']
Q57036,P279,"['Q190771', 'Q41176', 'Q17521458']"
Q57036,P366,['Q113976594']
Q57036,P910,['Q9110758']
Q57036,P495,['Q33']
Q57036,P121,['Q11871855']
Q57036,P1889,['Q718955']
Q95117,P31,['Q1004']
Q95117,P495,['Q30']
Q95117,P407,['Q1860']
Q896635,P279,"['Q10145', 'Q22812402', 'Q811979']"
Q896635,P910,['Q8994595']
Q896635,P17,"['Q183', 'Q156199']"
Q896635,P1435,['Q19413851']
